iter	Passed	Remaining
486	6832	589
487	6846	575
488	6860	561
489	6876	547
490	6895	533
491	6917	520
492	6931	506
493	6946	492
494	6962	478
495	6976	464
496	6990	450
497	7004	436
498	7020	422
499	7032	407
500	7046	393
501	7061	379
502	7075	365
503	7089	351
504	7103	337
505	7116	323
506	7130	309
507	7148	295
508	7166	281
509	7186	267
510	7201	253
511	7213	239
512	7229	225
513	7243	211
514	7258	197
515	7272	183
516	7286	169
517	7300	155
518	7316	140
519	7330	126
520	7344	112
521	7358	98
522	7372	84
523	7386	70
524	7400	56
525	7412	42
526	7426	28
527	7441	14
528	7455	0
